,genes,degree,pagerank
7413,Yae1d1,-23,-6.48E-05
7414,Vps41,0,5.07E-06
7415,Stard3nl,-23,-6.61E-05
7416,Epdr1,0,5.07E-06
7417,Gpr141,5,0
7418,Elmo1,-1,0
7419,Trim27,0,5.07E-06
7420,Zkscan3,0,5.07E-06
7421,Zscan26,0,5.07E-06
7422,Hist1h2ap,0,5.07E-06
7423,Hist1h4i,-1,-5.56E-05
7424,Zfp322a,0,5.07E-06
7425,Abt1,0,5.07E-06
7426,Hist1h4h,0,5.07E-06
7427,Hist1h1e,0,5.07E-06
7428,Hist1h2bc,-47,-3.09E-06
7429,Hfe,0,5.07E-06
7430,Hist1h1c,0,5.07E-06
7431,Cmah,-26,-4.05E-05
7432,Gmnn,0,5.07E-06
7433,BC005537,-1,2.13E-06
7434,Acot13,0,5.07E-06
7435,Tdp2,0,5.07E-06
7436,Aldh5a1,-1,0
7437,Sox4,0,5.07E-06
7438,Cdkal1,0,5.07E-06
7439,Mboat1,0,5.07E-06
7440,Uqcrfs1,0,5.07E-06
7441,Dusp22,0,5.07E-06
7442,Exoc2,0,5.07E-06
7443,Foxf2,0,5.07E-06
7444,Gmds,0,5.07E-06
7445,Wrnip1,0,5.07E-06
7446,Serpinb1a,0,5.07E-06
7447,Serpinb6b,-20,-4.00E-05
7448,Serpinb9,-147,0
7449,Serpinb6a,-11,-3.83E-06
7450,1110046J04Rik,0,5.07E-06
7451,Nqo2,0,5.07E-06
7452,Ripk1,0,5.07E-06
7453,Bphl,0,5.07E-06
7454,Tubb2a,0,5.07E-06
7455,Tubb2b,0,5.07E-06
7456,Psmg4,0,5.07E-06
7457,Pxdc1,-83,0
7458,Prpf4b,0,5.07E-06
7459,Eci2,-2,-8.41E-07
7460,Cdyl,0,5.07E-06
7461,Lyrm4,0,5.07E-06
7462,Fars2,0,5.07E-06
7463,Nrn1,3,1.29E-05
7464,F13a1,-5,0
7465,Ly86,-2,0
7466,Rreb1,0,5.07E-06
7467,Ssr1,12,3.28E-05
7468,Riok1,0,5.07E-06
7469,Snrnp48,0,5.07E-06
7470,Txndc5,0,5.07E-06
7471,Bloc1s5,0,5.07E-06
7472,Eef1e1,0,5.07E-06
7473,Slc35b3,0,5.07E-06
7474,Gcnt2,-170,0
7475,Pak1ip1,0,5.07E-06
7476,Tmem14c,1,7.52E-06
7477,Smim13,0,5.07E-06
7478,Nedd9,0,5.07E-06
7479,Hivep1,0,5.07E-06
7480,Edn1,0,5.07E-06
7481,Phactr1,-3,7.60E-05
7482,Tbc1d7,0,5.07E-06
7483,Gfod1,-4,0
7484,Nol7,0,5.07E-06
7485,Ranbp9,0,5.07E-06
7486,Mcur1,0,5.07E-06
7487,Cd83,0,5.07E-06
7488,Jarid2,0,5.07E-06
7489,Dtnbp1,0,5.07E-06
7490,Mylip,0,5.07E-06
7491,Gmpr,0,5.07E-06
7492,Atxn1,0,5.07E-06
7493,Fam8a1,0,5.07E-06
7494,Nup153,0,5.07E-06
7495,Kif13a,0,5.07E-06
7496,Kdm1b,0,5.07E-06
7497,Dek,0,5.07E-06
7498,Rnf144b,0,5.07E-06
7499,Id4,0,5.07E-06
7500,Ptpdc1,0,5.07E-06
7501,Phf2,0,5.07E-06
7502,Fam120a,0,5.07E-06
7503,Ninj1,0,5.07E-06
7504,Card19,0,5.07E-06
7505,Susd3,0,5.07E-06
7506,Bicd2,0,5.07E-06
7507,Ippk,0,5.07E-06
7508,Ecm2,0,5.07E-06
7509,Aspn,0,5.07E-06
7510,Ogn,0,5.07E-06
7511,Nol8,0,5.07E-06
7512,Iars,0,5.07E-06
7513,Fbxw17,0,5.07E-06
7514,Spin1,0,5.07E-06
7515,S1pr3,1,0
7516,Cks2,0,5.07E-06
7517,Secisbp2,0,5.07E-06
7518,Sema4d,0,5.07E-06
7519,Gadd45g,0,5.07E-06
7520,Syk,-14,0
7521,Auh,0,5.07E-06
7522,Nfil3,0,5.07E-06
7523,Sptlc1,0,5.07E-06
7524,Sfxn1,0,5.07E-06
7525,Thoc3,0,5.07E-06
7526,Simc1,0,5.07E-06
7527,4833439L19Rik,0,5.07E-06
7528,Arl10,0,5.07E-06
7529,Nop16,0,5.07E-06
7530,Higd2a,0,5.07E-06
7531,Cltb,0,5.07E-06
7532,Faf2,0,5.07E-06
7533,Rnf44,0,5.07E-06
7534,Tspan17,0,5.07E-06
7535,Unc5a,0,5.07E-06
7536,Uimc1,0,5.07E-06
7537,Zfp346,0,5.07E-06
7538,Nsd1,0,5.07E-06
7539,Rab24,0,5.07E-06
7540,Prelid1,0,5.07E-06
7541,Lman2,0,5.07E-06
7542,Rgs14,0,5.07E-06
7543,Grk6,0,5.07E-06
7544,Prr7,-1,0
7545,Dbn1,0,5.07E-06
7546,Pdlim7,-16,0
7547,Dok3,0,5.07E-06
7548,Ddx41,0,5.07E-06
7549,Fam193b,0,5.07E-06
7550,Tmed9,-7,-1.92E-05
7551,B4galt7,0,5.07E-06
7552,Caml,0,5.07E-06
7553,Ddx46,0,5.07E-06
7554,B230219D22Rik,0,5.07E-06
7555,Txndc15,0,5.07E-06
7556,Pcbd2,0,5.07E-06
7557,H2afy,0,5.07E-06
7558,Cxcl14,0,5.07E-06
7559,Tgfbi,0,5.07E-06
7560,Smad5,0,5.07E-06
7561,Hnrnpa0,0,5.07E-06
7562,Idnk,0,5.07E-06
7563,Ubqln1,0,5.07E-06
7564,Gkap1,0,5.07E-06
7565,2210016F16Rik,0,5.07E-06
7566,Hnrnpk,-4,0
7567,Rmi1,0,5.07E-06
7568,Ntrk2,0,5.07E-06
7569,Agtpbp1,0,5.07E-06
7570,Naa35,0,5.07E-06
7571,Golm1,0,5.07E-06
7572,Isca1,0,5.07E-06
7573,Gas1,-4,0
7574,Dapk1,0,5.07E-06
7575,4930486L24Rik,0,5.07E-06
7576,Ctla2b,-8,0
7577,Ctla2a,-6,0
7578,2010111I01Rik,0,5.07E-06
7579,Fancc,0,5.07E-06
7580,Ptch1,0,5.07E-06
7581,Ercc6l2,0,5.07E-06
7582,Slc35d2,0,5.07E-06
7583,Zfp367,0,5.07E-06
7584,Habp4,0,5.07E-06
7585,Cdc14b,0,5.07E-06
7586,Aaed1,0,5.07E-06
7587,Ctsl,-82,0
7588,Uqcrb,159,0
7589,Mterf3,0,5.07E-06
7590,Ptdss1,0,5.07E-06
7591,Zfp87,0,5.07E-06
7592,Zfp729b,0,5.07E-06
7593,Zfp738,0,5.07E-06
7594,Mtrr,0,5.07E-06
7595,Nsun2,0,5.07E-06
7596,Med10,0,5.07E-06
7597,Ice1,0,5.07E-06
7598,Ndufs6,0,5.07E-06
7599,Mrpl36,0,5.07E-06
7600,Lpcat1,107,6.19E-05
7601,Clptm1l,0,5.07E-06
7602,Slc12a7,0,5.07E-06
7603,Nkd2,0,5.07E-06
7604,Brd9,0,5.07E-06
7605,Exoc3,0,5.07E-06
7606,Pdcd6,0,5.07E-06
7607,Sdha,0,5.07E-06
7608,Ccdc127,0,5.07E-06
7609,Zfp825,0,5.07E-06
7610,Erap1,0,5.07E-06
7611,Cast,0,5.07E-06
7612,Ell2,0,5.07E-06
7613,Glrx,29,6.24E-05
7614,Rfesd,0,5.07E-06
7615,Arsk,0,5.07E-06
7616,Mctp1,-23,0
7617,Slf1,0,5.07E-06
7618,Fam172a,0,5.07E-06
7619,Arrdc3,0,5.07E-06
7620,Lysmd3,0,5.07E-06
7621,Cetn3,0,5.07E-06
7622,Mef2c,0,5.07E-06
7623,Tmem161b,0,5.07E-06
7624,Ccnh,0,5.07E-06
7625,Rasa1,0,5.07E-06
7626,Cox7c,-108,0
7627,Vcan,0,5.07E-06
7628,Xrcc4,0,5.07E-06
7629,Tmem167,0,5.07E-06
7630,Rps23,74,-2.27E-05
7631,Atg10,0,5.07E-06
7632,Ssbp2,0,5.07E-06
7633,Zcchc9,0,5.07E-06
7634,Rasgrf2,-17,-3.45E-05
7635,Msh3,0,5.07E-06
7636,Dhfr,0,5.07E-06
7637,Zfyve16,0,5.07E-06
7638,Serinc5,0,5.07E-06
7639,Homer1,0,5.07E-06
7640,Jmy,0,5.07E-06
7641,Arsb,0,5.07E-06
7642,Lhfpl2,0,5.07E-06
7643,Scamp1,0,5.07E-06
7644,Ap3b1,0,5.07E-06
7645,Tbca,13,3.27E-05
7646,Wdr41,0,5.07E-06
7647,Pde8b,0,5.07E-06
7648,Zbed3,0,5.07E-06
7649,Aggf1,0,5.07E-06
7650,F2rl1,0,5.07E-06
7651,F2r,-89,0
7652,Iqgap2,-11,0
7653,Poc5,0,5.07E-06
7654,Polk,0,5.07E-06
7655,Col4a3bp,0,5.07E-06
7656,Hmgcr,0,5.07E-06
7657,Nsa2,0,5.07E-06
7658,Hexb,0,5.07E-06
7659,Enc1,0,5.07E-06
7660,Utp15,0,5.07E-06
7661,Ankra2,0,5.07E-06
7662,Btf3,42,-7.92E-05
7663,Fcho2,0,5.07E-06
7664,Tnpo1,0,5.07E-06
7665,Ptcd2,0,5.07E-06
7666,Mrps27,0,5.07E-06
7667,Map1b,0,5.07E-06
7668,Mccc2,0,5.07E-06
7669,Bdp1,0,5.07E-06
7670,Serf1,0,5.07E-06
7671,Smn1,0,5.07E-06
7672,Naip2,1,0
7673,Gtf2h2,0,5.07E-06
7674,Marveld2,0,5.07E-06
7675,Rad17,0,5.07E-06
7676,Ak6,0,5.07E-06
7677,Cdk7,0,5.07E-06
7678,Mrps36,0,5.07E-06
7679,Slc30a5,0,5.07E-06
7680,Pik3r1,0,5.07E-06
7681,Cd180,0,5.07E-06
7682,Mast4,0,5.07E-06
7683,Srek1,0,5.07E-06
7684,Nln,0,5.07E-06
7685,Trappc13,0,5.07E-06
7686,Trim23,0,5.07E-06
7687,Ppwd1,0,5.07E-06
7688,Cwc27,0,5.07E-06
7689,Srek1ip1,0,5.07E-06
7690,Ipo11,0,5.07E-06
7691,Dimt1,0,5.07E-06
7692,Kif2a,0,5.07E-06
7693,Zswim6,0,5.07E-06
7694,Smim15,0,5.07E-06
7695,Ndufaf2,0,5.07E-06
7696,Pde4d,0,5.07E-06
7697,Plk2,0,5.07E-06
7698,Gpbp1,0,5.07E-06
7699,Mier3,0,5.07E-06
7700,Map3k1,0,5.07E-06
7701,Il6st,0,5.07E-06
7702,Slc38a9,0,5.07E-06
7703,Plpp1,-14,-2.80E-05
7704,Gpx8,-8,-2.04E-05
7705,Gzma,-1,0
7706,Esm1,0,5.07E-06
7707,Snx18,0,5.07E-06
7708,Arl15,0,5.07E-06
7709,Ndufs4,0,5.07E-06
7710,Mocs2,0,5.07E-06
7711,Itga1,0,5.07E-06
7712,Pelo,0,5.07E-06
7713,Parp8,0,5.07E-06
7714,Emb,7,2.22E-05
7715,Mrps30,0,5.07E-06
7716,Fgf10,13,0
7717,Nnt,0,5.07E-06
7718,Paip1,0,5.07E-06
7719,4833420G17Rik,0,5.07E-06
7720,Hmgcs1,3,1.30E-05
7721,Nim1k,0,5.07E-06
7722,Zfp131,0,5.07E-06
7723,Rab10os,0,5.07E-06
7724,Rab10,0,5.07E-06
7725,Asxl2,0,5.07E-06
7726,Dtnb,0,5.07E-06
7727,Dnmt3a,0,5.07E-06
7728,Adcy3,0,5.07E-06
7729,Ptrhd1,0,5.07E-06
7730,Ncoa1,0,5.07E-06
7731,Itsn2,0,5.07E-06
7732,Sf3b6,0,5.07E-06
7733,Fkbp1b,0,5.07E-06
7734,Ubxn2a,0,5.07E-06
7735,Atad2b,0,5.07E-06
7736,Ldah,0,5.07E-06
7737,Hs1bp3,0,5.07E-06
7738,Rhob,2,9.06E-06
7739,Pum2,0,5.07E-06
7740,Sdc1,0,5.07E-06
7741,Laptm4a,-71,-1.62E-05
7742,Wdr35,0,5.07E-06
7743,Ttc32,0,5.07E-06
7744,Osr1,0,5.07E-06
7745,Rdh14,0,5.07E-06
7746,Kcns3,34,0
7747,Smc6,0,5.07E-06
7748,Fam49a,0,5.07E-06
7749,Mycn,0,5.07E-06
7750,Ddx1,0,5.07E-06
7751,Nbas,0,5.07E-06
7752,Trib2,19,0
7753,Lpin1,0,5.07E-06
7754,E2f6,0,5.07E-06
7755,Rock2,0,5.07E-06
7756,Pqlc3,18,8.76E-05
7757,Pdia6,35,3.90E-05
7758,Nol10,0,5.07E-06
7759,Odc1,0,5.07E-06
7760,Hpcal1,0,5.07E-06
7761,Asap2,0,5.07E-06
7762,Itgb1bp1,0,5.07E-06
7763,Cpsf3,0,5.07E-06
7764,Iah1,137,0
7765,Adam17,0,5.07E-06
7766,Ywhaq,55,0
7767,Taf1b,0,5.07E-06
7768,Klf11,0,5.07E-06
7769,Cys1,1,8.35E-06
7770,Kidins220,0,5.07E-06
7771,Id2,67,5.77E-05
7772,Rnf144a,0,5.07E-06
7773,Cmpk2,0,5.07E-06
7774,Rps7,57,-4.50E-05
7775,Rnaseh1,0,5.07E-06
7776,Adi1,0,5.07E-06
7777,Trappc12,0,5.07E-06
7778,Pxdn,-148,0
7779,Tmem18,0,5.07E-06
7780,Acp1,0,5.07E-06
7781,Lamb1,0,5.07E-06
7782,Dld,0,5.07E-06
7783,Cbll1,0,5.07E-06
7784,Bcap29,0,5.07E-06
7785,Hbp1,0,5.07E-06
7786,Prkar2b,-18,0
7787,Pik3cg,24,0
7788,Ccdc71l,0,5.07E-06
7789,Nampt,0,5.07E-06
7790,Gdap10,0,5.07E-06
7791,Sypl,-27,1.31E-05
7792,Atxn7l1,0,5.07E-06
7793,Twistnb,0,5.07E-06
7794,Snx13,0,5.07E-06
7795,Ahr,0,5.07E-06
7796,Tspan13,64,0
7797,Bzw2,0,5.07E-06
7798,Ankmy2,0,5.07E-06
7799,Meox2,13,0
7800,Agmo,0,5.07E-06
7801,Etv1,0,5.07E-06
7802,Arl4a,0,5.07E-06
7803,Lsmem1,0,5.07E-06
7804,Ifrd1,0,5.07E-06
7805,Zfp277,0,5.07E-06
7806,Immp2l,0,5.07E-06
7807,Dnajb9,1,8.79E-06
7808,Pnpla8,0,5.07E-06
7809,Stxbp6,-2,4.61E-07
7810,Prkd1,0,5.07E-06
7811,G2e3,0,5.07E-06
7812,Scfd1,0,5.07E-06
7813,Strn3,0,5.07E-06
7814,Ap4s1,0,5.07E-06
7815,Hectd1,0,5.07E-06
7816,Dtd2,0,5.07E-06
7817,Nubpl,0,5.07E-06
7818,Arhgap5,0,5.07E-06
7819,Sptssa,0,5.07E-06
7820,Eapp,0,5.07E-06
7821,Snx6,0,5.07E-06
7822,Cfl2,-83,0
7823,Baz1a,0,5.07E-06
7824,2700097O09Rik,0,5.07E-06
7825,Fam177a,-1,2.15E-05
7826,Srp54b,0,5.07E-06
7827,Ppp2r3c,0,5.07E-06
7828,1110008L16Rik,0,5.07E-06
7829,Psma6,0,5.07E-06
7830,Nfkbia,0,5.07E-06
7831,Ralgapa1,0,5.07E-06
7832,Brms1l,0,5.07E-06
7833,Mbip,0,5.07E-06
7834,Mipol1,0,5.07E-06
7835,Clec14a,0,5.07E-06
7836,Sec23a,0,5.07E-06
7837,Gemin2,0,5.07E-06
7838,Trappc6b,0,5.07E-06
7839,Pnn,0,5.07E-06
7840,Fbxo33,0,5.07E-06
7841,Prpf39,0,5.07E-06
7842,Fkbp3,0,5.07E-06
7843,Rps29,98,8.61E-06
7844,Rpl36al,176,0
7845,Mgat2,-1,7.35E-07
7846,Dnaaf2,0,5.07E-06
7847,Klhdc1,0,5.07E-06
7848,Klhdc2,0,5.07E-06
7849,Nemf,0,5.07E-06
7850,Arf6,-102,0
7851,Vcpkmt,0,5.07E-06
7852,Sos2,0,5.07E-06
7853,Atp5s,0,5.07E-06
7854,Map4k5,0,5.07E-06
7855,Sav1,0,5.07E-06
7856,Nin,0,5.07E-06
7857,Pygl,0,5.07E-06
7858,Tmx1,0,5.07E-06
7859,Frmd6,0,5.07E-06
7860,Actr10,0,5.07E-06
7861,Psma3,0,5.07E-06
7862,Arid4a,0,5.07E-06
7863,Timm9,0,5.07E-06
7864,2700049A03Rik,0,5.07E-06
7865,Dact1,0,5.07E-06
7866,Daam1,0,5.07E-06
7867,L3hypdh,0,5.07E-06
7868,Jkamp,0,5.07E-06
7869,Rtn1,13,0
7870,Dhrs7,-38,0
7871,Ppm1a,0,5.07E-06
7872,Mnat1,0,5.07E-06
7873,Slc38a6,0,5.07E-06
7874,Prkch,0,5.07E-06
7875,Hif1a,0,5.07E-06
7876,Snapc1,0,5.07E-06
7877,Rhoj,-35,0
7878,Ppp2r5e,0,5.07E-06
7879,Wdr89,0,5.07E-06
7880,Sgpp1,0,5.07E-06
7881,Syne2,0,5.07E-06
7882,Mthfd1,-88,0
7883,Akap5,-71,-4.72E-05
7884,Zbtb25,0,5.07E-06
7885,Zbtb1,0,5.07E-06
7886,Hspa2,0,5.07E-06
7887,Plekhg3,14,0
7888,Churc1,0,5.07E-06
7889,Fntb,0,5.07E-06
7890,Max,0,5.07E-06
7891,Fut8,0,5.07E-06
7892,Gphn,0,5.07E-06
7893,Mpp5,-41,-7.96E-05
7894,Atp6v1d,0,5.07E-06
7895,Eif2s1,0,5.07E-06
7896,Tmem229b,0,5.07E-06
7897,Pigh,0,5.07E-06
7898,Vti1b,0,5.07E-06
7899,Rdh11,0,5.07E-06
7900,Zfp36l1,-10,-2.18E-05
7901,2310015A10Rik,0,5.07E-06
7902,Actn1,0,5.07E-06
7903,Dcaf5,0,5.07E-06
7904,Exd2,0,5.07E-06
7905,Erh,0,5.07E-06
7906,Slc39a9,0,5.07E-06
7907,Susd6,0,5.07E-06
7908,Srsf5,179,0
7909,Cox16,0,5.07E-06
7910,Synj2bp,0,5.07E-06
7911,Med6,0,5.07E-06
7912,Pcnx,0,5.07E-06
7913,Sipa1l1,0,5.07E-06
7914,Dcaf4,0,5.07E-06
7915,Zfyve1,0,5.07E-06
7916,Rbm25,0,5.07E-06
7917,Psen1,0,5.07E-06
7918,Numb,0,5.07E-06
7919,Acot2,0,5.07E-06
7920,Acot1,-9,-2.44E-05
7921,Elmsan1,0,5.07E-06
7922,Ptgr2,0,5.07E-06
7923,Zfp410,0,5.07E-06
7924,Coq6,0,5.07E-06
7925,Entpd5,0,5.07E-06
7926,Rnf113a2,0,5.07E-06
7927,Aldh6a1,0,5.07E-06
7928,Lin52,0,5.07E-06
7929,Abcd4,0,5.07E-06
7930,Npc2,134,0
7931,Isca2,0,5.07E-06
7932,Ltbp2,15,0
7933,Arel1,0,5.07E-06
7934,Fcf1,0,5.07E-06
7935,Ylpm1,0,5.07E-06
7936,Dlst,0,5.07E-06
7937,Pgf,15,0
7938,Eif2b2,0,5.07E-06
7939,Acyp1,0,5.07E-06
7940,Nek9,0,5.07E-06
7941,Tmed10,48,0
7942,Fos,0,5.07E-06
7943,Batf,0,5.07E-06
7944,Ttll5,0,5.07E-06
7945,Tgfb3,0,5.07E-06
7946,Ift43,-26,-7.15E-06
7947,Irf2bpl,0,5.07E-06
7948,Cipc,0,5.07E-06
7949,Gstz1,0,5.07E-06
7950,Tmed8,0,5.07E-06
7951,Vipas39,0,5.07E-06
7952,Ahsa1,0,5.07E-06
7953,Sptlc2,0,5.07E-06
7954,Alkbh1,0,5.07E-06
7955,Slirp,0,5.07E-06
7956,Snw1,0,5.07E-06
7957,Adck1,0,5.07E-06
7958,Gtf2a1,0,5.07E-06
7959,Sel1l,0,5.07E-06
7960,Flrt2,0,5.07E-06
7961,Gpr65,0,5.07E-06
7962,Ptpn21,0,5.07E-06
7963,Zc3h14,0,5.07E-06
7964,Ttc8,0,5.07E-06
7965,Foxn3,0,5.07E-06
7966,Tdp1,0,5.07E-06
7967,Psmc1,-3,-6.83E-06
7968,Nrde2,0,5.07E-06
7969,Calm1,-24,7.24E-05
7970,Ttc7b,0,5.07E-06
7971,Fbln5,-44,9.95E-05
7972,Trip11,0,5.07E-06
7973,Atxn3,0,5.07E-06
7974,Cpsf2,0,5.07E-06
7975,Rin3,0,5.07E-06
7976,Lgmn,-16,-3.85E-05
7977,Golga5,0,5.07E-06
7978,Itpk1,0,5.07E-06
7979,Gm20604,0,5.07E-06
7980,Tmem251,0,5.07E-06
7981,Ubr7,0,5.07E-06
7982,Btbd7,0,5.07E-06
7983,Otub2,-4,0
7984,Ddx24,0,5.07E-06
7985,Ifi27,84,0
7986,Ifi27l2a,0,5.07E-06
7987,Serpina3c,0,5.07E-06
7988,Serpina3g,-1,0
7989,Serpina3n,-11,0
7990,Dicer1,0,5.07E-06
7991,Clmn,0,5.07E-06
7992,Glrx5,0,5.07E-06
7993,Atg2b,0,5.07E-06
7994,Gskip,0,5.07E-06
7995,Papola,0,5.07E-06
7996,Vrk1,0,5.07E-06
7997,Bcl11b,0,5.07E-06
7998,Setd3,0,5.07E-06
7999,Ccnk,0,5.07E-06
8000,Eml1,0,5.07E-06
8001,Evl,2,0
8002,Yy1,0,5.07E-06
8003,Wars,0,5.07E-06
8004,Meg3,15,0
8005,Ppp2r5c,0,5.07E-06
8006,Dync1h1,0,5.07E-06
8007,Hsp90aa1,-27,-4.98E-05
8008,Wdr20,0,5.07E-06
8009,Cinp,0,5.07E-06
8010,Ankrd9,0,5.07E-06
8011,Rcor1,0,5.07E-06
8012,Traf3,0,5.07E-06
8013,Cdc42bpb,0,5.07E-06
8014,Exoc3l4,0,5.07E-06
8015,Tnfaip2,0,5.07E-06
8016,Eif5,0,5.07E-06
8017,Mark3,0,5.07E-06
8018,Ckb,0,5.07E-06
8019,Trmt61a,0,5.07E-06
8020,Bag5,0,5.07E-06
8021,Apopt1,0,5.07E-06
8022,Klc1,0,5.07E-06
8023,Zfyve21,-8,7.73E-05
8024,Ppp1r13b,0,5.07E-06
8025,Inf2,0,5.07E-06
8026,Adssl1,0,5.07E-06
8027,Siva1,-30,-8.02E-05
8028,Akt1,0,5.07E-06
8029,Zbtb42,0,5.07E-06
8030,Cep170b,0,5.07E-06
8031,Pld4,0,5.07E-06
8032,Cdca4,0,5.07E-06
8033,Gpr132,20,0
8034,Nudt14,0,5.07E-06
8035,Brf1,0,5.07E-06
8036,Btbd6,0,5.07E-06
8037,Pacs2,0,5.07E-06
8038,Mta1,0,5.07E-06
8039,Crip2,-97,3.77E-06
8040,Crip1,0,5.07E-06
8041,Zfp386,0,5.07E-06
8042,Vipr2,0,5.07E-06
8043,Wdr60,0,5.07E-06
8044,Esyt2,0,5.07E-06
8045,Rapgef5,0,5.07E-06
8046,Cdca7l,-7,0
8047,Sp4,0,5.07E-06
8048,Ghr,0,5.07E-06
8049,Fbxo4,0,5.07E-06
8050,AW549877,0,5.07E-06
8051,Oxct1,0,5.07E-06
8052,Plcxd3,0,5.07E-06
8053,C7,0,5.07E-06
8054,Card6,0,5.07E-06
8055,Rpl37,300,0
8056,Prkaa1,0,5.07E-06
8057,Ttc33,0,5.07E-06
8058,Ptger4,-7,0
8059,Dab2,-27,0
8060,Fyb,1,0
8061,Rictor,0,5.07E-06
8062,Osmr,0,5.07E-06
8063,Lifr,0,5.07E-06
8064,Egflam,0,5.07E-06
8065,Wdr70,0,5.07E-06
8066,Nup155,0,5.07E-06
8067,Nipbl,0,5.07E-06
8068,Slc1a3,0,5.07E-06
8069,Nadk2,0,5.07E-06
8070,Il7r,19,0
8071,Dnajc21,0,5.07E-06
8072,Brix1,0,5.07E-06
8073,Rai14,0,5.07E-06
8074,Amacr,0,5.07E-06
8075,Tars,0,5.07E-06
8076,Npr3,-1,0
8077,Sub1,67,3.21E-05
8078,Zfr,0,5.07E-06
8079,Mtmr12,0,5.07E-06
8080,Golph3,0,5.07E-06
8081,Pdzd2,0,5.07E-06
8082,Drosha,0,5.07E-06
8083,Basp1,-12,0
8084,Myo10,0,5.07E-06
8085,Zfp622,0,5.07E-06
8086,Ank,0,5.07E-06
8087,Otulin,0,5.07E-06
8088,Trio,0,5.07E-06
8089,Dap,62,0
8090,Ankrd33b,1,0
8091,Cmbl,0,5.07E-06
8092,Cct5,0,5.07E-06
8093,Fam173b,0,5.07E-06
8094,Snhg18,0,5.07E-06
8095,Sema5a,0,5.07E-06
8096,Sdc2,0,5.07E-06
8097,Cpq,-44,-9.42E-05
8098,Mtdh,0,5.07E-06
8099,Laptm4b,0,5.07E-06
8100,Rpl30,71,-2.85E-05
8101,Nipal2,0,5.07E-06
8102,Stk3,0,5.07E-06
8103,Vps13b,0,5.07E-06
8104,Cox6c,61,-2.87E-05
8105,Polr2k,0,5.07E-06
8106,Rnf19a,0,5.07E-06
8107,Ankrd46,0,5.07E-06
8108,Pabpc1,0,5.07E-06
8109,Ywhaz,0,5.07E-06
8110,Zfp706,2,1.76E-05
8111,Ncald,-7,0
8112,Rrm2b,0,5.07E-06
8113,Ubr5,0,5.07E-06
8114,Klf10,0,5.07E-06
8115,Azin1,0,5.07E-06
8116,Atp6v1c1,0,5.07E-06
8117,Fzd6,0,5.07E-06
8118,Cthrc1,0,5.07E-06
8119,Slc25a32,0,5.07E-06
8120,Dcaf13,0,5.07E-06
8121,Lrp12,0,5.07E-06
8122,Oxr1,0,5.07E-06
8123,Angpt1,36,0
8124,Eif3e,113,0
8125,Emc2,0,5.07E-06
8126,Nudcd1,0,5.07E-06
8127,Eny2,0,5.07E-06
8128,Ebag9,0,5.07E-06
8129,Trps1,0,5.07E-06
8130,Eif3h,16,4.07E-05
8131,Utp23,0,5.07E-06
8132,Rad21,0,5.07E-06
8133,Aard,0,5.07E-06
8134,Med30,0,5.07E-06
8135,Ext1,0,5.07E-06
8136,Enpp2,0,5.07E-06
8137,Taf2,0,5.07E-06
8138,Deptor,0,5.07E-06
8139,Col14a1,-1,0
8140,Mrpl13,0,5.07E-06
8141,Sntb1,0,5.07E-06
8142,Zhx2,0,5.07E-06
8143,Derl1,0,5.07E-06
8144,9130401M01Rik,0,5.07E-06
8145,Zhx1,0,5.07E-06
8146,Atad2,0,5.07E-06
8147,Wdyhv1,0,5.07E-06
8148,Fbxo32,0,5.07E-06
8149,Tmem65,-1,2.26E-06
8150,Rnf139,0,5.07E-06
8151,Tatdn1,0,5.07E-06
8152,Ndufb9,-51,0
8153,Mtss1,0,5.07E-06
8154,Sqle,0,5.07E-06
8155,Nsmce2,0,5.07E-06
8156,Trib1,0,5.07E-06
8157,Fam84b,0,5.07E-06
8158,Myc,0,5.07E-06
8159,Fam49b,0,5.07E-06
8160,Asap1,0,5.07E-06
8161,Efr3a,0,5.07E-06
8162,Tmem71,-10,0
8163,Phf20l1,0,5.07E-06
8164,Sla,0,5.07E-06
8165,Ndrg1,0,5.07E-06
8166,St3gal1,0,5.07E-06
8167,Khdrbs3,0,5.07E-06
8168,Trappc9,0,5.07E-06
8169,Chrac1,0,5.07E-06
8170,Ago2,0,5.07E-06
8171,Ptk2,0,5.07E-06
8172,Dennd3,0,5.07E-06
8173,Slc45a4,0,5.07E-06
8174,Ptp4a3,0,5.07E-06
8175,Arc,0,5.07E-06
8176,Them6,0,5.07E-06
8177,Lynx1,0,5.07E-06
8178,Ly6d,0,5.07E-06
8179,Ly6e,-70,0
8180,Ly6a,0,5.07E-06
8181,Ly6c1,0,5.07E-06
8182,Ly6c2,-1,1.21E-06
8183,Gpihbp1,-4,-8.35E-05
8184,Zc3h3,0,5.07E-06
8185,Gsdmd,0,5.07E-06
8186,Naprt,0,5.07E-06
8187,Eef1d,12,-7.02E-05
8188,Pycrl,0,5.07E-06
8189,Tsta3,0,5.07E-06
8190,Zfp623,0,5.07E-06
8191,Scrib,0,5.07E-06
8192,Puf60,0,5.07E-06
8193,Nrbp2,0,5.07E-06
8194,Plec,0,5.07E-06
8195,Parp10,0,5.07E-06
8196,Grina,0,5.07E-06
8197,Oplah,0,5.07E-06
8198,Exosc4,0,5.07E-06
8199,Gpaa1,0,5.07E-06
8200,Cyc1,0,5.07E-06
8201,Sharpin,0,5.07E-06
8202,Maf1,0,5.07E-06
